date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:56:45	135739/135739	---M--	200	added ('OK')	image/jpeg	etag:%22c8a99515cd6f466568841676fa593247%22	https://devman-react.vercel.app/img/hero/2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/hero/2.jpg	(from https://devman-react.vercel.app/)
10:56:45	3054/3054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd74107d6c073e43fd06b7a7a5925e17%22	https://devman-react.vercel.app/img/svg/award.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/award.svg	(from https://devman-react.vercel.app/)
10:56:45	6414/6414	---M--	200	added ('OK')	image/png	etag:%22a837dbfbd7ac2bcb2fb206a3cb8beb78%22	https://devman-react.vercel.app/img/hero/circle.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/hero/circle.png	(from https://devman-react.vercel.app/)
10:56:46	13824/13824	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c2adfd8b2742faa3e1b213e2830e4dc1%22	https://devman-react.vercel.app/img/svg/design.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/design.svg	(from https://devman-react.vercel.app/)
10:56:46	12050/12050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267a72c6b8180576fe9136f99830cbc9f%22	https://devman-react.vercel.app/img/svg/development.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/development.svg	(from https://devman-react.vercel.app/)
10:56:47	8985/8985	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227b399f8ff9de0483d5f09a9c70eec2d0%22	https://devman-react.vercel.app/img/svg/landing.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/landing.svg	(from https://devman-react.vercel.app/)
10:56:47	1170/1170	---M--	200	added ('OK')	image/jpeg	etag:%226142e4db197ee0f45f81af943ca78adc%22	https://devman-react.vercel.app/img/thumbs/64-49.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/thumbs/64-49.jpg	(from https://devman-react.vercel.app/)
10:56:47	46480/46480	---M--	200	added ('OK')	image/jpeg	etag:%226b12a4377d771b6fbd9ea0e7c52a4e05%22	https://devman-react.vercel.app/img/about/1.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/about/1.jpg	(from https://devman-react.vercel.app/)
10:56:48	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%2255a8bfe07b83ed4d0648ef12190e5a19%22	https://devman-react.vercel.app/img/thumbs/1-1.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/thumbs/1-1.jpg	(from https://devman-react.vercel.app/)
10:56:48	62745/62745	---M--	200	added ('OK')	image/jpeg	etag:%222f8bc834881a5822e0a286802a8bcaa2%22	https://devman-react.vercel.app/img/about/2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/about/2.jpg	(from https://devman-react.vercel.app/)
10:56:48	2958/2958	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225561b096ce7341fab488cdc6104bd07f%22	https://devman-react.vercel.app/img/svg/joomla.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/joomla.svg	(from https://devman-react.vercel.app/)
10:56:49	2525/2525	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ea0a41255fc1c95cf5e6e6d66131b9c3%22	https://devman-react.vercel.app/img/svg/wp.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/wp.svg	(from https://devman-react.vercel.app/)
10:56:49	1636/1636	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2204bcf98266ae7c5cb8db344ceb460076%22	https://devman-react.vercel.app/img/svg/drupal.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/drupal.svg	(from https://devman-react.vercel.app/)
10:56:50	1565/1565	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2284dd502053e94bb9383aa9bd723c96b0%22	https://devman-react.vercel.app/img/svg/laravel.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/laravel.svg	(from https://devman-react.vercel.app/)
10:56:50	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%224c7513a88730a63a3eca007812e01bce%22	https://devman-react.vercel.app/img/thumbs/4-2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/thumbs/4-2.jpg	(from https://devman-react.vercel.app/)
10:56:50	2520/2520	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cf03974e0a4d2a8e9fafe6158f35be5d%22	https://devman-react.vercel.app/%22img/portfolio/4.jpg%22	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_img/portfolio/4.1f.delayed	(from https://devman-react.vercel.app/)
10:56:51	66412/66412	---M--	200	added ('OK')	image/jpeg	etag:%22a45f2c73b5b64fcba9bd2a4e3b2151d8%22	https://devman-react.vercel.app/img/service/1.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/service/1.jpg	(from https://devman-react.vercel.app/)
10:56:51	24038/24038	---M--	200	added ('OK')	image/jpeg	etag:%22cbb7daee926ea308335acae08a79b260%22	https://devman-react.vercel.app/img/service/2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/service/2.jpg	(from https://devman-react.vercel.app/)
10:56:51	17083/17083	---M--	200	added ('OK')	image/jpeg	etag:%22f1706a3c2414ea6120cff34de92e8189%22	https://devman-react.vercel.app/img/service/3.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/service/3.jpg	(from https://devman-react.vercel.app/)
10:56:52	55355/55355	---M--	200	added ('OK')	image/jpeg	etag:%220ce8bd09985e7374a9a2826ca5c5e3ec%22	https://devman-react.vercel.app/img/portfolio/1.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/portfolio/1.jpg	(from https://devman-react.vercel.app/)
10:56:52	40142/40142	---M--	200	added ('OK')	image/jpeg	etag:%223cd0f12d125ca9d0c8175710b11d6dd6%22	https://devman-react.vercel.app/img/portfolio/2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/portfolio/2.jpg	(from https://devman-react.vercel.app/)
10:56:53	40756/40756	---M--	200	added ('OK')	image/jpeg	etag:%22394f7c1e713b802475d0b605b63f23f2%22	https://devman-react.vercel.app/img/portfolio/3.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/portfolio/3.jpg	(from https://devman-react.vercel.app/)
10:56:53	44203/44203	---M--	200	added ('OK')	image/jpeg	etag:%22fb0dd0d9a4acebb5294208022d8b6c23%22	https://devman-react.vercel.app/img/portfolio/4.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/portfolio/4.jpg	(from https://devman-react.vercel.app/)
10:56:53	2520/2520	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cf03974e0a4d2a8e9fafe6158f35be5d%22	https://devman-react.vercel.app/undefined	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/undefined.27.delayed	(from https://devman-react.vercel.app/)
10:56:54	4516/4516	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223336b542f8dd46be09faac8dfc377264%22	https://devman-react.vercel.app/img/svg/cpu.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/cpu.svg	(from https://devman-react.vercel.app/)
10:56:54	1293/1293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c0e13cd271eff95a6ac7bacfaeb30c72%22	https://devman-react.vercel.app/img/svg/phone.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/phone.svg	(from https://devman-react.vercel.app/)
10:56:56	2261/2261	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223fbd68dcb39a14398249c8aae1b8f073%22	https://devman-react.vercel.app/img/svg/web.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/web.svg	(from https://devman-react.vercel.app/)
10:56:56	1666/1666	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225275e225a82399babcdc07b4c5892d35%22	https://devman-react.vercel.app/img/svg/star.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/svg/star.svg	(from https://devman-react.vercel.app/)
10:56:56	97965/97965	---M--	200	added ('OK')	image/png	etag:%224c69a57b02422989409101d01ea74387%22	https://devman-react.vercel.app/img/partners/dark/1.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/1.png	(from https://devman-react.vercel.app/)
10:56:57	98056/98056	---M--	200	added ('OK')	image/png	etag:%2242bd329536901bfe74c2fb303eb59d68%22	https://devman-react.vercel.app/img/partners/dark/2.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/2.png	(from https://devman-react.vercel.app/)
10:56:57	99875/99875	---M--	200	added ('OK')	image/png	etag:%22e77a90b2e204379bac913b91e1d70958%22	https://devman-react.vercel.app/img/partners/dark/3.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/3.png	(from https://devman-react.vercel.app/)
10:56:57	98278/98278	---M--	200	added ('OK')	image/png	etag:%22b1a232078757fcb093d4b81f38a47150%22	https://devman-react.vercel.app/img/partners/dark/4.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/4.png	(from https://devman-react.vercel.app/)
10:56:59	98518/98518	---M--	200	added ('OK')	image/png	etag:%220b98eaa5b2fb66e9120d41bf17970924%22	https://devman-react.vercel.app/img/partners/dark/5.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/5.png	(from https://devman-react.vercel.app/)
10:57:01	97879/97879	---M--	200	added ('OK')	image/png	etag:%221150a19d6269dfb7eda2652ea74504f4%22	https://devman-react.vercel.app/img/partners/dark/6.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/6.png	(from https://devman-react.vercel.app/)
10:57:02	97943/97943	---M--	200	added ('OK')	image/png	etag:%22689cbfb48e9071814916c848d6e4874c%22	https://devman-react.vercel.app/img/partners/dark/7.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/7.png	(from https://devman-react.vercel.app/)
10:57:02	100106/100106	---M--	200	added ('OK')	image/png	etag:%22ebb4fa28dd0a797ab67c4f115aa7e7ee%22	https://devman-react.vercel.app/img/partners/dark/8.png	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/partners/dark/8.png	(from https://devman-react.vercel.app/)
10:57:02	1146/1146	---M--	200	added ('OK')	image/jpeg	etag:%22d7025cd5addefdbc77d55b8423a5a90c%22	https://devman-react.vercel.app/img/thumbs/42-29.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/thumbs/42-29.jpg	(from https://devman-react.vercel.app/)
10:57:03	87032/87032	---M--	200	added ('OK')	image/jpeg	etag:%22bcd3669245684f886cfb5b6600a5b767%22	https://devman-react.vercel.app/img/news/1.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/news/1.jpg	(from https://devman-react.vercel.app/)
10:57:03	104702/104702	---M--	200	added ('OK')	image/jpeg	etag:%225d09452a3c0bb22e280326d69f6d2a02%22	https://devman-react.vercel.app/img/news/2.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/news/2.jpg	(from https://devman-react.vercel.app/)
10:57:04	139719/139719	---M--	200	added ('OK')	image/jpeg	etag:%2276576d8376fa6deebf9fc184a3a4a973%22	https://devman-react.vercel.app/img/news/3.jpg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/img/news/3.jpg	(from https://devman-react.vercel.app/)
10:57:04	716888/716888	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223f2a6bcbab70ca7a297126b107573234%22	https://devman-react.vercel.app/_next/static/media/fontello.194611a3.eot	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_next/static/media/fontello.194611a3.eot	(from https://devman-react.vercel.app/_next/static/css/d9a719a6c2bf0dbf.css)
10:57:04	343344/343344	---M--	200	added ('OK')	font/woff2	etag:%220645248272b8e93c0e914f76f301a21f%22	https://devman-react.vercel.app/_next/static/media/fontello.06d9b37e.woff2	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_next/static/media/fontello.06d9b37e.woff2	(from https://devman-react.vercel.app/_next/static/css/d9a719a6c2bf0dbf.css)
10:57:05	441824/441824	---M--	200	added ('OK')	font/woff	etag:%225dc3b6afb83cd79704348a5e43adb766%22	https://devman-react.vercel.app/_next/static/media/fontello.78efd270.woff	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_next/static/media/fontello.78efd270.woff	(from https://devman-react.vercel.app/_next/static/css/d9a719a6c2bf0dbf.css)
10:57:05	716720/716720	---MCZ	200	added ('OK')	font/ttf	etag:W/%22886b004f113f57978997acb55a881e61%22	https://devman-react.vercel.app/_next/static/media/fontello.7db1b894.ttf	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_next/static/media/fontello.7db1b894.ttf	(from https://devman-react.vercel.app/_next/static/css/d9a719a6c2bf0dbf.css)
10:57:06	1069730/1069730	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223b8effc3225e07e7c3dd920d1119a839%22	https://devman-react.vercel.app/_next/static/media/fontello.eae6555b.svg	C:/Users/MLRIT/Desktop/New%20folder/teja/devman-react.vercel.app/_next/static/media/fontello.eae6555b.svg	(from https://devman-react.vercel.app/_next/static/css/d9a719a6c2bf0dbf.css)
